,AT,BE,BG,CY,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK
72,564355.0,1220752.0,557053.0,145177.0,640807.0,7490802.0,812331.0,121581.0,3517391.0,684014.0,5993877.0,1403914.0,463172.0,863135.0,768293.0,6452960.0,238035.0,75347.0,90647.0,88944.0,1917378.0,1935537.0,982558.0,1282821.0,1395258.0,178742.0,340424.0
73,567309.0,1195406.0,544390.0,138021.0,652108.0,7520815.0,808600.0,118054.0,3420729.0,683921.0,6045375.0,1398469.0,457818.0,857515.0,814431.0,6708491.0,227871.0,74497.0,92502.0,90870.0,2157356.0,2011578.0,1004613.0,1310040.0,1401433.0,182266.0,343385.0
74,554289.0,1209009.0,547334.0,138426.0,619569.0,7394208.0,813733.0,119922.0,3437538.0,670712.0,5975007.0,1416532.0,472808.0,864328.0,827716.0,6602843.0,225130.0,71968.0,94593.0,90436.0,1898115.0,2001264.0,968041.0,1228815.0,1415327.0,181203.0,345921.0
75,556319.0,1194147.0,536100.0,140427.0,628656.0,7359865.0,810323.0,115810.0,3433832.0,681918.0,5797312.0,1400841.0,475855.0,879672.0,842304.0,6629530.0,239620.0,71946.0,95226.0,84295.0,2092201.0,1981556.0,995505.0,1252866.0,1414644.0,184572.0,339274.0
76,559916.0,1189671.0,552045.0,141961.0,603992.0,7368589.0,815391.0,114593.0,3430678.0,671528.0,5836357.0,1429298.0,468882.0,866284.0,856042.0,6622235.0,239311.0,69502.0,97509.0,89018.0,2184914.0,2003414.0,1026318.0,1265310.0,1394307.0,181477.0,345104.0
77,552450.0,1170448.0,530545.0,141619.0,625718.0,7301380.0,805858.0,119896.0,3418411.0,695714.0,5691474.0,1410117.0,451958.0,881394.0,892925.0,6521746.0,247394.0,73071.0,92359.0,91092.0,2210763.0,1996308.0,1061518.0,1255214.0,1407814.0,177343.0,340013.0
78,563673.0,1191111.0,553637.0,140810.0,600294.0,7184812.0,793730.0,117969.0,3434008.0,688718.0,5621081.0,1352586.0,447810.0,885188.0,893490.0,6545860.0,235278.0,72548.0,96040.0,89723.0,2252979.0,2015192.0,1079414.0,1212780.0,1389174.0,185016.0,341257.0
79,565578.0,1178883.0,554842.0,138333.0,606430.0,7266868.0,807021.0,117163.0,3496114.0,693334.0,5556749.0,1345916.0,443241.0,873859.0,883077.0,6463188.0,236746.0,66392.0,99551.0,86800.0,2260579.0,2016102.0,1164068.0,1169951.0,1379491.0,178002.0,332852.0
80,547737.0,1189512.0,543880.0,132978.0,600315.0,7283710.0,818612.0,113874.0,3454231.0,674628.0,5664666.0,1376303.0,447138.0,881671.0,797131.0,6238723.0,240836.0,70970.0,99407.0,87128.0,2145811.0,1965584.0,1181190.0,1218902.0,1403279.0,184689.0,350123.0
81,549162.0,1189890.0,538454.0,134960.0,600118.0,7199867.0,812579.0,116590.0,3521281.0,685749.0,5552844.0,1327354.0,435401.0,862912.0,879398.0,6283082.0,224662.0,70200.0,96252.0,91109.0,2263870.0,1945842.0,1163095.0,1239266.0,1381630.0,175034.0,327791.0
82,550614.0,1185914.0,549847.0,133560.0,613179.0,7318274.0,817449.0,118055.0,3657631.0,678451.0,5689706.0,1352061.0,430118.0,858532.0,920636.0,6177687.0,226873.0,71764.0,96931.0,82137.0,2302075.0,1896141.0,1179516.0,1150178.0,1407336.0,171241.0,313468.0
83,548816.0,1190569.0,536898.0,127213.0,607980.0,7292656.0,831841.0,115072.0,3744466.0,681374.0,5542775.0,1328524.0,422537.0,885456.0,913037.0,6055022.0,239344.0,67430.0,95794.0,89711.0,2291842.0,1948381.0,1144643.0,1171829.0,1418438.0,176271.0,331519.0
84,539913.0,1197609.0,535729.0,126581.0,590403.0,7119258.0,822263.0,117791.0,3681127.0,691652.0,5510218.0,1284662.0,416595.0,853281.0,902101.0,5988425.0,220980.0,70571.0,93640.0,86472.0,2380049.0,1919564.0,1131457.0,1179549.0,1408332.0,163276.0,313843.0
85,538967.0,1194552.0,535507.0,125941.0,588270.0,7215808.0,832457.0,109323.0,3764649.0,688109.0,5477382.0,1289800.0,414585.0,833868.0,851302.0,5942313.0,224177.0,70885.0,91972.0,84943.0,2025818.0,1919192.0,1111652.0,1099110.0,1426647.0,159002.0,320306.0
86,551644.0,1212022.0,536077.0,122754.0,572551.0,7313571.0,845291.0,111648.0,3798249.0,680857.0,5581918.0,1324347.0,403690.0,864543.0,744571.0,5982470.0,230046.0,69322.0,91093.0,93247.0,2294284.0,1862394.0,1114948.0,1107753.0,1446897.0,161880.0,318506.0
87,538938.0,1219291.0,534120.0,123780.0,594474.0,7309881.0,860733.0,115661.0,3739538.0,683564.0,5595441.0,1305639.0,398616.0,864013.0,906219.0,5906562.0,224934.0,63578.0,88224.0,88389.0,2448511.0,1822886.0,1095500.0,1120075.0,1460131.0,157713.0,312335.0
88,546876.0,1220297.0,516664.0,127205.0,584623.0,7268089.0,838317.0,115738.0,3661575.0,693104.0,5592733.0,1237934.0,412386.0,859181.0,800024.0,5871467.0,221764.0,72253.0,86989.0,87630.0,2151919.0,1860266.0,1072466.0,1133012.0,1466171.0,163054.0,318572.0
89,545571.0,1241127.0,504477.0,118448.0,558780.0,7361644.0,844381.0,111763.0,3656011.0,672410.0,5568753.0,1273337.0,380150.0,850949.0,825912.0,5768358.0,237089.0,67225.0,89434.0,86531.0,2295059.0,1859423.0,1059091.0,1108218.0,1452115.0,157749.0,313233.0
90,543225.0,1265013.0,503879.0,122822.0,579637.0,7422039.0,854687.0,115411.0,3645447.0,702131.0,5624573.0,1263756.0,418165.0,862148.0,840002.0,5910348.0,224874.0,67487.0,88873.0,85744.0,2073681.0,1832571.0,1053058.0,1095054.0,1480485.0,157918.0,316017.0
91,521992.0,1232333.0,502032.0,121525.0,573363.0,7323141.0,852705.0,110456.0,3595305.0,690834.0,5490716.0,1232352.0,389946.0,847846.0,836966.0,5873794.0,230406.0,65544.0,89715.0,87132.0,2163762.0,1881105.0,1036626.0,1093014.0,1463764.0,162052.0,312780.0
92,536862.0,1242901.0,501614.0,115356.0,586033.0,7384871.0,850388.0,112507.0,3560928.0,706420.0,5746006.0,1247088.0,399407.0,854864.0,889007.0,5910153.0,240561.0,62595.0,91114.0,82196.0,2256599.0,1878180.0,1032577.0,1093262.0,1458193.0,157891.0,311257.0
93,534545.0,1222152.0,500216.0,122483.0,595156.0,7439566.0,835499.0,119312.0,3644205.0,733053.0,4941064.0,1223474.0,397093.0,864210.0,916771.0,5905390.0,230030.0,64612.0,88422.0,82453.0,2075631.0,1881176.0,1027823.0,1103022.0,1449419.0,158302.0,324768.0
94,533386.0,1256542.0,499048.0,116741.0,585296.0,7402489.0,805992.0,115743.0,3592473.0,706760.0,5443835.0,1249296.0,385599.0,862519.0,819230.0,5924550.0,234090.0,63782.0,84317.0,85550.0,2134690.0,1879803.0,1025077.0,1107003.0,1443426.0,156210.0,317796.0
95,546056.0,1227752.0,494455.0,120577.0,570450.0,7541682.0,818449.0,116532.0,3515340.0,718586.0,5263760.0,1226728.0,395848.0,858384.0,859268.0,5891502.0,198991.0,61134.0,88025.0,88126.0,1994277.0,1858300.0,1017667.0,1077371.0,1457934.0,151399.0,315650.0
96,528981.0,1254441.0,497231.0,116199.0,577546.0,7350159.0,848414.0,116959.0,3537015.0,737266.0,5286716.0,1168693.0,386686.0,863011.0,877297.0,5903427.0,238497.0,60800.0,90484.0,83941.0,2101799.0,1889715.0,1021134.0,1031099.0,1456863.0,146896.0,288681.0
97,546812.0,1229702.0,489625.0,125041.0,604794.0,7270128.0,824199.0,122378.0,3533805.0,748596.0,6206736.0,1204449.0,381114.0,875625.0,919617.0,5937409.0,239896.0,57581.0,92269.0,85656.0,1867682.0,1989006.0,1041292.0,1109398.0,1446415.0,155123.0,322603.0
98,545691.0,1233077.0,494483.0,114648.0,579455.0,7240691.0,823231.0,122418.0,3534979.0,746980.0,6223232.0,1207620.0,386066.0,863753.0,796094.0,5920382.0,235569.0,61917.0,95494.0,84835.0,2045255.0,1903260.0,1048442.0,1081161.0,1458796.0,156763.0,319412.0
99,548154.0,1229109.0,496064.0,115892.0,599582.0,7326096.0,819502.0,121482.0,3484628.0,760514.0,5923925.0,1151100.0,381866.0,876348.0,847186.0,5819568.0,232194.0,56826.0,93591.0,82868.0,2127855.0,1907577.0,1039494.0,1092062.0,1478085.0,144317.0,321716.0
100,560104.0,1244912.0,505681.0,121249.0,596347.0,7351260.0,841813.0,118635.0,3565449.0,762531.0,6289269.0,1164132.0,367888.0,891290.0,877544.0,5831295.0,237261.0,56476.0,93703.0,83440.0,2200092.0,1920235.0,1051773.0,1093278.0,1480956.0,151497.0,317906.0
101,553291.0,1232137.0,506354.0,115934.0,619018.0,7316229.0,858732.0,124328.0,3487161.0,774279.0,5823138.0,1157629.0,382843.0,905470.0,913688.0,5834575.0,232592.0,57782.0,99580.0,83764.0,1954355.0,1987500.0,1050688.0,1143849.0,1517669.0,145342.0,333747.0
102,550475.0,1298391.0,510127.0,118259.0,642668.0,7253781.0,831973.0,122773.0,3395454.0,792041.0,6454861.0,1138296.0,367809.0,938595.0,847909.0,5818919.0,238100.0,56127.0,96214.0,89784.0,2186095.0,1952120.0,1076679.0,1155910.0,1541809.0,146245.0,332005.0
103,547678.0,1249086.0,474827.0,117439.0,613459.0,7244227.0,856973.0,127925.0,3305851.0,791582.0,6174938.0,1141471.0,375147.0,937188.0,935881.0,5833122.0,250925.0,61074.0,95223.0,86950.0,1997860.0,2045666.0,1070838.0,1059777.0,1518598.0,147181.0,350961.0
104,558418.0,1227088.0,522486.0,118126.0,664162.0,7282055.0,890585.0,130425.0,3387381.0,794072.0,6297054.0,1120879.0,371040.0,935019.0,807004.0,5764894.0,256562.0,60369.0,98106.0,86772.0,2190047.0,2039621.0,1051831.0,1143060.0,1573468.0,155473.0,348544.0
105,568532.0,1207376.0,483328.0,130369.0,665280.0,7680508.0,900580.0,128074.0,3340455.0,822377.0,6307078.0,1079190.0,369111.0,950545.0,865001.0,5732696.0,260992.0,59655.0,96728.0,84031.0,2242279.0,2019956.0,1070625.0,1149278.0,1577714.0,146840.0,358455.0
106,566155.0,1240251.0,502349.0,127493.0,689584.0,7661774.0,898860.0,127692.0,3350016.0,800218.0,6296986.0,1110680.0,365049.0,975499.0,900044.0,5631414.0,251217.0,58097.0,96886.0,80462.0,2225037.0,2052626.0,1096641.0,1125820.0,1567511.0,150358.0,363631.0
107,584769.0,1273643.0,542616.0,126820.0,711023.0,7728425.0,933031.0,126716.0,3334832.0,820472.0,6134513.0,1107327.0,356988.0,986314.0,826942.0,6004152.0,264181.0,59357.0,104097.0,80482.0,2150558.0,2068877.0,1121521.0,1130710.0,1607214.0,149856.0,361699.0
108,612481.0,1286723.0,536886.0,136771.0,710733.0,7982686.0,974896.0,132122.0,3294269.0,870554.0,6251998.0,1119908.0,355910.0,1009894.0,929823.0,5782480.0,249094.0,61836.0,104735.0,83241.0,2159678.0,2111828.0,1105847.0,1183872.0,1627470.0,156865.0,384637.0
109,628109.0,1313402.0,577152.0,136853.0,718785.0,8212748.0,925526.0,133219.0,3310747.0,840120.0,6169625.0,1151691.0,376075.0,1068093.0,967469.0,5823020.0,262307.0,65207.0,107600.0,82297.0,2175120.0,2205987.0,1171954.0,1136704.0,1614472.0,148959.0,398612.0
110,618594.0,1281895.0,635778.0,137461.0,764522.0,8096780.0,973586.0,143861.0,3270817.0,849664.0,6248579.0,1171855.0,366196.0,1078884.0,951834.0,5785054.0,253216.0,62951.0,111095.0,81219.0,2413105.0,2153512.0,1160299.0,1206244.0,1662632.0,157797.0,411963.0
111,605973.0,1300279.0,632660.0,136982.0,730405.0,8112135.0,964419.0,137956.0,3262084.0,868306.0,6191516.0,1186217.0,366293.0,1101004.0,920383.0,5743753.0,272397.0,60536.0,110007.0,84505.0,2332600.0,2312073.0,1143042.0,1363314.0,1700499.0,156225.0,406639.0
112,631472.0,1331180.0,634127.0,134186.0,761656.0,8299484.0,968070.0,135934.0,3253165.0,856760.0,6246051.0,1202928.0,371073.0,1139087.0,1001242.0,5819797.0,286509.0,64902.0,112471.0,82611.0,2058051.0,2371434.0,1151335.0,1352049.0,1717800.0,165371.0,408476.0
113,635390.0,1293873.0,656190.0,138691.0,784223.0,8484779.0,1026636.0,158139.0,3287652.0,878273.0,6260773.0,1185393.0,386293.0,1212283.0,881350.0,5843990.0,303850.0,64778.0,109999.0,83176.0,2179317.0,2416792.0,1173803.0,1403920.0,1830040.0,167450.0,431041.0
114,632299.0,1319352.0,658402.0,139879.0,799652.0,8341376.0,1014520.0,145091.0,3266369.0,896722.0,6499386.0,1213992.0,417177.0,1170716.0,843432.0,5833405.0,296205.0,57764.0,112612.0,87063.0,2331929.0,2363558.0,1177151.0,1374821.0,1763985.0,179176.0,456144.0
115,691971.0,1324612.0,659442.0,131943.0,848515.0,9086922.0,1035786.0,142977.0,3272340.0,872485.0,6410105.0,1226456.0,419837.0,1146612.0,904440.0,6002192.0,312802.0,63864.0,116809.0,85566.0,2472541.0,2654475.0,1185838.0,1465110.0,1785292.0,187698.0,459716.0
116,701459.0,1354271.5,698938.5,140178.5,849392.0,9083625.0,1029793.0,144859.5,3275675.0,860136.5,6371192.0,1266060.0,434695.5,1196475.0,896477.0,6005963.5,309312.0,65572.0,115806.0,85648.5,2325468.0,2810840.5,1185980.0,1487640.5,1835157.5,197503.0,472779.5
117,710947.0,1383931.0,738435.0,148414.0,850269.0,9080328.0,1023800.0,146742.0,3279010.0,847788.0,6332279.0,1305664.0,449554.0,1246338.0,888514.0,6009735.0,305822.0,67280.0,114803.0,85731.0,2178395.0,2967206.0,1186122.0,1510171.0,1885023.0,207308.0,485843.0
118,733595.0,1347007.0,700870.0,138715.0,842065.0,9373814.0,1051453.0,154260.0,3309566.0,845273.0,6742845.0,1291838.0,464732.0,1276163.0,841183.0,6129945.0,319898.0,67281.0,118646.0,85531.0,2397238.0,3052672.0,1218088.0,1508385.0,1876689.0,213213.0,469306.0
119,720840.5,1360290.5,684099.0,137184.0,842861.5,9310636.0,1053436.5,151062.0,3360199.5,829185.5,6741075.0,1280487.0,474813.5,1245972.5,862658.0,6034507.5,318330.0,67161.0,119506.5,85642.0,2259087.0,2939879.5,1243336.5,1552654.5,1896555.5,221102.0,491920.5
120,708086.0,1373574.0,667328.0,135653.0,843658.0,9247458.0,1055420.0,147864.0,3410833.0,813098.0,6739305.0,1269136.0,484895.0,1215782.0,884133.0,5939070.0,316762.0,67041.0,120367.0,85753.0,2120936.0,2827087.0,1268585.0,1596924.0,1916422.0,228991.0,514535.0
121,693236.0,1364178.0,656462.0,133624.0,815054.0,9121223.0,1083641.0,145988.0,3467822.0,772698.0,6888821.0,1311263.0,476391.0,1179537.0,911900.0,6162655.0,311531.0,67638.0,112543.0,85671.0,2082631.0,2909698.0,1321205.0,1443201.0,1914220.0,232697.0,493194.0
122,692301.0,1465742.0,697275.0,142992.0,826329.0,9035881.0,1105466.0,145137.0,3489890.0,718560.0,6849647.0,1315652.0,482064.0,1125822.0,933760.0,6044754.0,292875.0,70721.0,106942.0,87476.0,2196877.0,2875613.0,1385062.0,1413143.0,1993426.0,225275.0,479836.0
123,658093.0,1414361.0,611125.0,132176.0,775146.0,8907118.0,1089082.0,122181.0,3586648.0,659563.0,6936880.0,1368017.0,460133.0,1011530.0,1075280.0,5984344.0,260061.0,70938.0,100189.0,82032.0,2170265.0,2600502.0,1422614.0,1250289.0,1841443.0,210893.0,433090.0
124,637614.5,1409614.0,569934.5,127992.0,730968.0,8659130.5,1048039.0,121369.0,3680418.5,621121.5,6743216.0,1356937.5,477517.5,950927.0,1064268.5,5820796.0,246523.0,69727.0,95289.0,79668.0,2136703.0,2595556.5,1458471.5,1160226.5,1825032.0,202799.5,407679.5
125,617136.0,1404867.0,528744.0,123808.0,686790.0,8411143.0,1006996.0,120557.0,3774189.0,582680.0,6549552.0,1345858.0,494902.0,890324.0,1053257.0,5657248.0,232985.0,68516.0,90389.0,77304.0,2103141.0,2590611.0,1494329.0,1070164.0,1808621.0,194706.0,382269.0
126,572835.0,1367352.0,545632.0,125655.0,688048.0,7865856.0,940871.0,108014.0,3792059.0,539058.0,6289576.0,1297495.0,489984.0,830800.0,1093858.0,5639970.0,212718.0,67342.0,84689.0,78941.0,2037284.0,2478306.0,1542736.0,1170281.0,1674157.0,185475.0,375622.0
127,539734.0,1309048.0,487998.0,119331.0,599436.0,7502158.0,909217.0,100612.0,3883533.0,496622.0,6102856.0,1336594.0,515077.0,758419.0,1140517.0,5514503.0,203206.0,63218.0,76164.0,74167.0,2001432.0,2244911.0,1543421.0,997279.0,1682002.0,181743.0,347073.0
128,501021.0,1231623.0,458477.0,103816.0,560975.0,6868763.0,864905.0,89202.0,3726382.0,451082.0,5841822.0,1267338.0,477332.0,700078.0,1163790.0,5413070.0,173938.0,60904.0,71980.0,72719.0,1931727.0,2088343.0,1475077.0,900924.0,1570306.0,164936.0,323812.0
129,457189.0,1171817.0,437258.0,100361.0,479470.0,6447206.0,801538.0,83202.0,3814591.0,423740.0,5627357.0,1204918.0,448741.0,650912.0,1102683.0,5223602.0,167758.0,56271.0,65596.0,70083.0,2169038.0,1968857.0,1531619.0,829504.0,1513314.0,156258.0,298810.0
130,432499.0,1084133.0,377230.0,103278.0,467229.0,5964771.0,752204.0,72050.0,3760212.0,399690.0,5256717.0,1129763.0,440604.0,576953.0,1116689.0,5067834.0,143286.0,55996.0,63270.0,63478.0,2092297.0,1803932.0,1566625.0,730648.0,1409134.0,140398.0,284034.0
131,408530.0,1014976.5,356116.5,98285.0,425537.0,5683482.0,729341.0,64802.0,3651597.5,368984.0,4974302.5,1079514.0,428210.5,529803.5,1094721.5,4887067.0,129422.5,52603.5,55756.0,60884.5,2032133.5,1680697.0,1521311.5,684254.5,1339765.0,130598.5,258338.5
132,384561.0,945820.0,335003.0,93292.0,383845.0,5402193.0,706478.0,57554.0,3542983.0,338278.0,4691888.0,1029265.0,415817.0,482654.0,1072754.0,4706300.0,115559.0,49211.0,48242.0,58291.0,1971970.0,1557462.0,1475998.0,637861.0,1270396.0,120799.0,232643.0
133,342456.0,894062.0,287143.0,82339.0,335847.0,4897659.0,630611.0,56635.0,3412972.0,306078.0,4619495.0,936543.0,380927.0,430030.0,1026651.0,4367930.0,108225.0,46520.0,44182.0,52749.0,1955217.0,1398692.0,1498949.0,601237.0,1154275.0,114312.0,210670.0
134,319589.0,831200.0,274984.0,71784.0,310112.0,4454772.0,596581.0,48312.0,3237248.0,299926.0,4201225.0,890386.0,344508.0,395959.0,945959.0,4160648.0,95368.0,41648.0,39359.0,50021.0,1878115.0,1231887.0,1442471.0,548617.0,1106700.0,98049.0,181651.0
135,284295.0,753473.0,237740.0,69241.0,284189.0,4090809.0,541909.0,40590.0,3081414.0,272624.0,3964543.0,815719.0,335170.0,327383.0,854896.0,3916483.0,81835.0,38905.0,36457.0,46672.0,1557530.0,1099450.0,1320904.0,445259.0,1011295.0,89073.0,157456.0
136,268321.0,701756.0,209237.0,67091.0,249388.0,3782612.0,496729.0,39362.0,2895254.0,242343.0,3701342.0,813390.0,293353.0,294897.0,895680.0,3619561.0,71561.0,38479.0,32443.0,43872.0,1527983.0,956493.0,1414828.0,420910.0,922675.0,75992.0,129239.0
137,238506.0,657429.0,193497.0,63655.0,235290.0,3466163.0,454893.0,37979.0,2769399.0,229616.0,3499754.0,716897.0,281584.0,267495.0,854293.0,3392421.0,62102.0,31941.0,29443.0,42401.0,1572456.0,848801.0,1380292.0,389152.0,860112.0,71724.0,125108.0
138,215824.0,609157.0,178450.0,59479.0,198551.0,3273140.0,435374.0,33674.0,2568310.0,213390.0,3287033.0,651600.0,250312.0,236979.0,761076.0,3173445.0,56223.0,31152.0,27943.0,39268.0,1131574.0,771518.0,1261855.0,339275.0,810044.0,66610.0,102123.0
139,209504.0,547295.0,161667.0,53848.0,177031.0,3003542.0,394791.0,31280.0,2327116.0,207991.0,3105972.0,667173.0,215878.0,209660.0,764074.0,2878059.0,54373.0,29240.0,23996.0,34907.0,1250084.0,717765.0,1233411.0,316587.0,746645.0,59111.0,91486.0
140,185386.0,499786.0,147749.0,52354.0,156169.0,2738039.0,359834.0,29143.0,2125080.0,186096.0,2806692.0,600778.0,201410.0,190935.0,692622.0,2661319.0,45898.0,25613.0,21211.0,31375.0,1315237.0,597463.0,1158775.0,288447.0,688947.0,52936.0,79786.0
141,168798.0,478385.0,140213.0,47762.0,143298.0,2534417.0,327260.0,26133.0,1938525.0,173473.0,2643593.0,565548.0,185748.0,169773.0,639359.0,2436840.0,39211.0,25267.0,19720.0,28845.0,1276444.0,549322.0,1105845.0,270613.0,641508.0,48997.0,73715.0
142,152814.0,431024.0,126364.0,46877.0,131953.0,2347093.0,310245.0,25903.0,1786432.0,166700.0,2428262.0,500852.0,167102.0,156833.0,606707.0,2254663.0,34942.0,22480.0,18631.0,26735.0,882978.0,505075.0,1043163.0,245939.0,586765.0,43314.0,66276.0
143,138255.0,398800.0,116335.0,43441.0,124025.0,2154653.0,292473.0,21081.0,1686762.0,156289.0,2336892.0,449324.0,151373.0,136275.0,574731.0,2008324.0,32274.0,19718.0,15505.0,25472.0,1038973.0,464801.0,999842.0,214586.0,561566.0,41246.0,56838.0
