,AD,AL,AM,AT,BA,BE,BG,BY,CH,CY,CZ,DE,DK,EE,ES,FI,FO,FR,GB,GE,GI,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MD,MK,MT,NL,NO,PL,PT,RO,RU,SE,SI,SK,SM,TR,UA,VA
95,6062.0,246392.0,82931.0,546056.0,299710.0,1227752.0,494455.0,110935.0,689387.0,120577.0,570450.0,7541682.0,818449.0,116532.0,3515340.0,718586.0,9573.0,5263760.0,11716365.0,166435.0,6831.0,1226728.0,395848.0,858384.0,859268.0,319740.0,5891502.0,2851.0,198991.0,61134.0,88025.0,6430.0,49433.0,244543.0,88126.0,1994277.0,757853.0,1858300.0,1017667.0,1077371.0,1936852.0,1457934.0,151399.0,315650.0,3414.0,5607198.0,474591.0,339.0
96,5830.0,252172.0,80512.0,528981.0,297031.0,1254441.0,497231.0,111345.0,665703.0,116199.0,577546.0,7350159.0,848414.0,116959.0,3537015.0,737266.0,7784.0,5286716.0,11584656.0,161914.0,7400.0,1168693.0,386686.0,863011.0,877297.0,310781.0,5903427.0,2786.0,238497.0,60800.0,90484.0,6001.0,46251.0,243709.0,83941.0,2101799.0,791825.0,1889715.0,1021134.0,1031099.0,1980065.0,1456863.0,146896.0,288681.0,3130.0,5435484.0,464174.0,191.0
97,5963.0,245818.0,85402.0,546812.0,293064.0,1229702.0,489625.0,110429.0,669948.0,125041.0,604794.0,7270128.0,824199.0,122378.0,3533805.0,748596.0,9641.0,6206736.0,11272694.0,172244.0,8420.0,1204449.0,381114.0,875625.0,919617.0,320187.0,5937409.0,3091.0,239896.0,57581.0,92269.0,5708.0,48983.0,252294.0,85656.0,1867682.0,763622.0,1989006.0,1041292.0,1109398.0,2013585.0,1446415.0,155123.0,322603.0,3471.0,5476367.0,488122.0,208.0
98,6795.0,246095.0,86972.0,545691.0,291582.0,1233077.0,494483.0,112845.0,675408.0,114648.0,579455.0,7240691.0,823231.0,122418.0,3534979.0,746980.0,9034.0,6223232.0,11425160.0,176876.0,5984.0,1207620.0,386066.0,863753.0,796094.0,333322.0,5920382.0,2974.0,235569.0,61917.0,95494.0,5194.0,49799.0,248816.0,84835.0,2045255.0,780472.0,1903260.0,1048442.0,1081161.0,1998374.0,1458796.0,156763.0,319412.0,2652.0,5559421.0,497141.0,493.0
99,6533.0,234248.0,82989.0,548154.0,289367.0,1229109.0,496064.0,117887.0,658611.0,115892.0,599582.0,7326096.0,819502.0,121482.0,3484628.0,760514.0,9141.0,5923925.0,11407451.0,176986.0,6802.0,1151100.0,381866.0,876348.0,847186.0,317462.0,5819568.0,2487.0,232194.0,56826.0,93591.0,5437.0,52653.0,232264.0,82868.0,2127855.0,797000.0,1907577.0,1039494.0,1092062.0,2038700.0,1478085.0,144317.0,321716.0,2813.0,5283574.0,493154.0,158.0
100,6920.0,235579.0,84195.0,560104.0,282247.0,1244912.0,505681.0,118774.0,656882.0,121249.0,596347.0,7351260.0,841813.0,118635.0,3565449.0,762531.0,8620.0,6289269.0,11494973.0,178000.0,7099.0,1164132.0,367888.0,891290.0,877544.0,328850.0,5831295.0,2403.0,237261.0,56476.0,93703.0,4648.0,52747.0,237917.0,83440.0,2200092.0,782867.0,1920235.0,1051773.0,1093278.0,2078494.0,1480956.0,151497.0,317906.0,2501.0,5190683.0,505901.0,300.0
101,7431.0,241082.0,88310.0,553291.0,293229.0,1232137.0,506354.0,123008.0,636445.0,115934.0,619018.0,7316229.0,858732.0,124328.0,3487161.0,774279.0,8766.0,5823138.0,11238961.0,176269.0,6831.0,1157629.0,382843.0,905470.0,913688.0,326846.0,5834575.0,2730.0,232592.0,57782.0,99580.0,5218.0,52812.0,230533.0,83764.0,1954355.0,797668.0,1987500.0,1050688.0,1143849.0,2114685.0,1517669.0,145342.0,333747.0,3583.0,5026749.0,502358.0,86.0
102,5853.0,238183.0,95099.0,550475.0,287825.0,1298391.0,510127.0,121953.0,628055.0,118259.0,642668.0,7253781.0,831973.0,122773.0,3395454.0,792041.0,9145.0,6454861.0,11828886.0,196308.0,7127.0,1138296.0,367809.0,938595.0,847909.0,295716.0,5818919.0,3141.0,238100.0,56127.0,96214.0,4551.0,53809.0,235062.0,89784.0,2186095.0,831675.0,1952120.0,1076679.0,1155910.0,2115122.0,1541809.0,146245.0,332005.0,3009.0,4653005.0,516946.0,113.0
103,6145.0,234786.0,94755.0,547678.0,278150.0,1249086.0,474827.0,122927.0,617285.0,117439.0,613459.0,7244227.0,856973.0,127925.0,3305851.0,791582.0,9832.0,6174938.0,11815509.0,211493.0,7171.0,1141471.0,375147.0,937188.0,935881.0,303670.0,5833122.0,2293.0,250925.0,61074.0,95223.0,4550.0,56619.0,240549.0,86950.0,1997860.0,803018.0,2045666.0,1070838.0,1059777.0,2137272.0,1518598.0,147181.0,350961.0,2536.0,4534700.0,524518.0,62.0
104,6564.0,228609.0,97475.0,558418.0,287618.0,1227088.0,522486.0,125936.0,609625.0,118126.0,664162.0,7282055.0,890585.0,130425.0,3387381.0,794072.0,9947.0,6297054.0,11473637.0,211302.0,6741.0,1120879.0,371040.0,935019.0,807004.0,337581.0,5764894.0,2642.0,256562.0,60369.0,98106.0,4827.0,57872.0,230057.0,86772.0,2190047.0,809976.0,2039621.0,1051831.0,1143060.0,2154453.0,1573468.0,155473.0,348544.0,2351.0,4384923.0,531109.0,61.0
105,6250.0,234270.0,103769.0,568532.0,274245.0,1207376.0,483328.0,124775.0,611909.0,130369.0,665280.0,7680508.0,900580.0,128074.0,3340455.0,822377.0,10586.0,6307078.0,11857652.0,207372.0,7502.0,1079190.0,369111.0,950545.0,865001.0,362720.0,5732696.0,3345.0,260992.0,59655.0,96728.0,5166.0,56483.0,226638.0,84031.0,2242279.0,886359.0,2019956.0,1070625.0,1149278.0,2110563.0,1577714.0,146840.0,358455.0,2517.0,4003645.0,538343.0,75.0
106,7229.0,232232.0,105060.0,566155.0,270096.0,1240251.0,502349.0,127107.0,607471.0,127493.0,689584.0,7661774.0,898860.0,127692.0,3350016.0,800218.0,9295.0,6296986.0,11862852.0,207421.0,7572.0,1110680.0,365049.0,975499.0,900044.0,335776.0,5631414.0,2350.0,251217.0,58097.0,96886.0,4950.0,55818.0,225268.0,80462.0,2225037.0,851843.0,2052626.0,1096641.0,1125820.0,2103440.0,1567511.0,150358.0,363631.0,2091.0,3927714.0,551109.0,88.0
107,6584.0,228499.0,103574.0,584769.0,266296.0,1273643.0,542616.0,127824.0,612656.0,126820.0,711023.0,7728425.0,933031.0,126716.0,3334832.0,820472.0,8927.0,6134513.0,11838470.0,219229.0,7561.0,1107327.0,356988.0,986314.0,826942.0,343557.0,6004152.0,2432.0,264181.0,59357.0,104097.0,5009.0,58601.0,229675.0,80482.0,2150558.0,846792.0,2068877.0,1121521.0,1130710.0,2137214.0,1607214.0,149856.0,361699.0,2641.0,4748958.0,571718.0,97.0
108,6561.0,233813.0,113613.0,612481.0,272953.0,1286723.0,536886.0,130194.0,607294.0,136771.0,710733.0,7982686.0,974896.0,132122.0,3294269.0,870554.0,9579.0,6251998.0,11975350.0,218721.0,8614.0,1119908.0,355910.0,1009894.0,929823.0,345172.0,5782480.0,3530.0,249094.0,61836.0,104735.0,4693.0,59873.0,214364.0,83241.0,2159678.0,920074.0,2111828.0,1105847.0,1183872.0,2087651.0,1627470.0,156865.0,384637.0,3241.0,5388605.0,572266.0,129.0
109,7296.0,194169.0,115769.0,628109.0,269323.0,1313402.0,577152.0,133752.0,600289.0,136853.0,718785.0,8212748.0,925526.0,133219.0,3310747.0,840120.0,9464.0,6169625.0,11833869.0,238634.0,7452.0,1151691.0,376075.0,1068093.0,967469.0,349339.0,5823020.0,3081.0,262307.0,65207.0,107600.0,4638.0,62213.0,186061.0,82297.0,2175120.0,910928.0,2205987.0,1171954.0,1136704.0,2133012.0,1614472.0,148959.0,398612.0,2821.0,5611736.0,578967.0,33.0
110,7938.0,210992.0,118313.0,618594.0,251001.0,1281895.0,635778.0,133913.0,594801.0,137461.0,764522.0,8096780.0,973586.0,143861.0,3270817.0,849664.0,9289.0,6248579.0,11923709.0,232440.0,6446.0,1171855.0,366196.0,1078884.0,951834.0,353654.0,5785054.0,2582.0,253216.0,62951.0,111095.0,4432.0,65389.0,200769.0,81219.0,2413105.0,886193.0,2153512.0,1160299.0,1206244.0,2085714.0,1662632.0,157797.0,411963.0,1651.0,5765046.0,589857.0,28.0
111,7415.0,232279.0,108076.0,605973.0,237819.0,1300279.0,632660.0,136488.0,596986.0,136982.0,730405.0,8112135.0,964419.0,137956.0,3262084.0,868306.0,10663.0,6191516.0,11860162.0,233539.0,7601.0,1186217.0,366293.0,1101004.0,920383.0,304456.0,5743753.0,3050.0,272397.0,60536.0,110007.0,4536.0,65349.0,217916.0,84505.0,2332600.0,977027.0,2312073.0,1143042.0,1363314.0,2128800.0,1700499.0,156225.0,406639.0,2536.0,5803385.0,603529.0,40.0
112,7714.0,236993.0,118200.0,631472.0,256232.0,1331180.0,634127.0,138277.0,601403.0,134186.0,761656.0,8299484.0,968070.0,135934.0,3253165.0,856760.0,9676.0,6246051.0,12070163.0,241068.0,6858.0,1202928.0,371073.0,1139087.0,1001242.0,243651.0,5819797.0,2660.0,286509.0,64902.0,112471.0,4498.0,69173.0,237664.0,82611.0,2058051.0,930858.0,2371434.0,1151335.0,1352049.0,2070315.0,1717800.0,165371.0,408476.0,2126.0,5775323.0,618316.0,4.0
113,8062.0,255367.0,126225.0,635390.0,275969.0,1293873.0,656190.0,140032.0,604350.0,138691.0,784223.0,8484779.0,1026636.0,158139.0,3287652.0,878273.0,9528.0,6260773.0,12023820.0,254308.0,7770.0,1185393.0,386293.0,1212283.0,881350.0,342103.0,5843990.0,2642.0,303850.0,64778.0,109999.0,4392.0,68664.0,251808.0,83176.0,2179317.0,931974.0,2416792.0,1173803.0,1403920.0,2027873.0,1830040.0,167450.0,431041.0,2253.0,5923278.0,640666.0,15.0
114,8240.0,253006.0,128104.0,632299.0,294452.0,1319352.0,658402.0,140940.0,589155.0,139879.0,799652.0,8341376.0,1014520.0,145091.0,3266369.0,896722.0,10165.0,6499386.0,12413387.0,249389.0,7771.0,1213992.0,417177.0,1170716.0,843432.0,376786.0,5833405.0,2821.0,296205.0,57764.0,112612.0,4589.0,73698.0,241337.0,87063.0,2331929.0,1011399.0,2363558.0,1177151.0,1374821.0,1997551.0,1763985.0,179176.0,456144.0,1931.0,5883810.0,627806.0,13.0
115,9377.0,264582.0,122592.0,691971.0,307369.0,1324612.0,659442.0,144749.0,598163.0,131943.0,848515.0,9086922.0,1035786.0,142977.0,3272340.0,872485.0,10394.0,6410105.0,12780287.0,249408.0,6947.0,1226456.0,419837.0,1146612.0,904440.0,387256.0,6002192.0,2924.0,312802.0,63864.0,116809.0,4386.0,72621.0,256394.0,85566.0,2472541.0,986817.0,2654475.0,1185838.0,1465110.0,1971166.0,1785292.0,187698.0,459716.0,2730.0,5945131.0,637792.0,20.0
116,9230.0,264489.5,123928.0,701459.0,318220.0,1354271.5,698938.5,145437.0,584796.0,140178.5,849392.0,9083625.0,1029793.0,144859.5,3275675.0,860136.5,10098.5,6371192.0,12889281.0,250283.0,7535.0,1266060.0,434695.5,1196475.0,896477.0,350392.0,6005963.5,3174.5,309312.0,65572.0,115806.0,4194.5,72233.0,244639.0,85648.5,2325468.0,1052115.5,2810840.5,1185980.0,1487640.5,1917913.5,1835157.5,197503.0,472779.5,2438.0,5898259.5,627139.0,38.5
117,9083.0,264397.0,125264.0,710947.0,329071.0,1383931.0,738435.0,146125.0,571429.0,148414.0,850269.0,9080328.0,1023800.0,146742.0,3279010.0,847788.0,9803.0,6332279.0,12998275.0,251158.0,8123.0,1305664.0,449554.0,1246338.0,888514.0,313528.0,6009735.0,3425.0,305822.0,67280.0,114803.0,4003.0,71845.0,232884.0,85731.0,2178395.0,1117414.0,2967206.0,1186122.0,1510171.0,1864661.0,1885023.0,207308.0,485843.0,2146.0,5851388.0,616486.0,57.0
118,8756.0,279797.0,122040.0,733595.0,321604.0,1347007.0,700870.0,145921.0,578377.0,138715.0,842065.0,9373814.0,1051453.0,154260.0,3309566.0,845273.0,10039.0,6742845.0,13145036.0,244215.0,7819.0,1291838.0,464732.0,1276163.0,841183.0,330270.0,6129945.0,2667.0,319898.0,67281.0,118646.0,4516.0,71035.0,236193.0,85531.0,2397238.0,1054274.0,3052672.0,1218088.0,1508385.0,1820239.0,1876689.0,213213.0,469306.0,2085.0,5984634.0,608229.0,45.0
119,9756.5,270862.0,117981.0,720840.5,324239.0,1360290.5,684099.0,141445.0,559023.0,137184.0,842861.5,9310636.0,1053436.5,151062.0,3360199.5,829185.5,10096.5,6741075.0,13292303.0,242104.0,8281.0,1280487.0,474813.5,1245972.5,862658.0,352888.5,6034507.5,2778.0,318330.0,67161.0,119506.5,4596.0,70104.0,234889.0,85642.0,2259087.0,1074611.5,2939879.5,1243336.5,1552654.5,1745657.5,1896555.5,221102.0,491920.5,2297.0,6045384.0,591144.0,41.5
120,10757.0,261927.0,113922.0,708086.0,326874.0,1373574.0,667328.0,136969.0,539669.0,135653.0,843658.0,9247458.0,1055420.0,147864.0,3410833.0,813098.0,10154.0,6739305.0,13439570.0,239993.0,8743.0,1269136.0,484895.0,1215782.0,884133.0,375507.0,5939070.0,2889.0,316762.0,67041.0,120367.0,4676.0,69173.0,233585.0,85753.0,2120936.0,1094949.0,2827087.0,1268585.0,1596924.0,1671076.0,1916422.0,228991.0,514535.0,2509.0,6106134.0,574059.0,38.0
121,10449.0,283431.0,110610.0,693236.0,329358.0,1364178.0,656462.0,137027.0,547508.0,133624.0,815054.0,9121223.0,1083641.0,145988.0,3467822.0,772698.0,11252.0,6888821.0,13508872.0,232706.0,9557.0,1311263.0,476391.0,1179537.0,911900.0,386524.0,6162655.0,3622.0,311531.0,67638.0,112543.0,4247.0,66418.0,241317.0,85671.0,2082631.0,1071647.0,2909698.0,1321205.0,1443201.0,1608180.0,1914220.0,232697.0,493194.0,3417.0,6154764.0,573666.0,17.0
122,10329.0,286213.0,95972.0,692301.0,334457.0,1465742.0,697275.0,132712.0,548842.0,142992.0,826329.0,9035881.0,1105466.0,145137.0,3489890.0,718560.0,10625.0,6849647.0,13950973.0,218313.0,9657.0,1315652.0,482064.0,1125822.0,933760.0,396344.0,6044754.0,5228.0,292875.0,70721.0,106942.0,4777.0,62852.0,254107.0,87476.0,2196877.0,1091167.0,2875613.0,1385062.0,1413143.0,1525746.0,1993426.0,225275.0,479836.0,2170.0,6110831.0,542461.0,15.0
123,12154.0,297785.0,89911.0,658093.0,349667.0,1414361.0,611125.0,121604.0,568520.0,132176.0,775146.0,8907118.0,1089082.0,122181.0,3586648.0,659563.0,11765.0,6936880.0,14413824.0,196725.0,8876.0,1368017.0,460133.0,1011530.0,1075280.0,390347.0,5984344.0,3126.0,260061.0,70938.0,100189.0,3946.0,57873.0,247390.0,82032.0,2170265.0,1119973.0,2600502.0,1422614.0,1250289.0,1356458.0,1841443.0,210893.0,433090.0,2611.0,6434744.0,502607.0,26.0
124,11229.5,293409.5,83345.0,637614.5,372182.5,1409614.0,569934.5,113076.0,589447.5,127992.0,730968.0,8659130.5,1048039.0,121369.0,3680418.5,621121.5,11735.0,6743216.0,14202393.0,186176.5,8587.5,1356937.5,477517.5,950927.0,1064268.5,391698.5,5820796.0,2826.0,246523.0,69727.0,95289.0,4553.0,54356.5,253739.0,79668.0,2136703.0,1101575.5,2595556.5,1458471.5,1160226.5,1256767.0,1825032.0,202799.5,407679.5,2309.0,6355921.0,469984.0,18.5
125,10305.0,289034.0,76779.0,617136.0,394698.0,1404867.0,528744.0,104548.0,610375.0,123808.0,686790.0,8411143.0,1006996.0,120557.0,3774189.0,582680.0,11705.0,6549552.0,13990962.0,175628.0,8299.0,1345858.0,494902.0,890324.0,1053257.0,393050.0,5657248.0,2526.0,232985.0,68516.0,90389.0,5160.0,50840.0,260088.0,77304.0,2103141.0,1083178.0,2590611.0,1494329.0,1070164.0,1157076.0,1808621.0,194706.0,382269.0,2007.0,6277098.0,437361.0,11.0
126,9818.0,287916.0,72278.0,572835.0,400940.0,1367352.0,545632.0,94819.0,640020.0,125655.0,688048.0,7865856.0,940871.0,108014.0,3792059.0,539058.0,12910.0,6289576.0,14628478.0,161671.0,8016.0,1297495.0,489984.0,830800.0,1093858.0,316171.0,5639970.0,2840.0,212718.0,67342.0,84689.0,3578.0,48355.0,263927.0,78941.0,2037284.0,1126482.0,2478306.0,1542736.0,1170281.0,1099411.0,1674157.0,185475.0,375622.0,2228.0,6426147.0,408867.0,5.0
127,9920.0,291405.0,67335.0,539734.0,402004.0,1309048.0,487998.0,88482.0,655943.0,119331.0,599436.0,7502158.0,909217.0,100612.0,3883533.0,496622.0,12754.0,6102856.0,14954308.0,162758.0,10911.0,1336594.0,515077.0,758419.0,1140517.0,377113.0,5514503.0,2170.0,203206.0,63218.0,76164.0,4003.0,45645.0,260862.0,74167.0,2001432.0,1057424.0,2244911.0,1543421.0,997279.0,1039781.0,1682002.0,181743.0,347073.0,2234.0,6460709.0,379977.0,10.0
128,9234.0,280380.0,61184.0,501021.0,396006.0,1231623.0,458477.0,86179.0,640368.0,103816.0,560975.0,6868763.0,864905.0,89202.0,3726382.0,451082.0,13899.0,5841822.0,14344595.0,136867.0,7650.0,1267338.0,477332.0,700078.0,1163790.0,366845.0,5413070.0,2251.0,173938.0,60904.0,71980.0,5170.0,37702.0,261526.0,72719.0,1931727.0,999056.0,2088343.0,1475077.0,900924.0,928542.0,1570306.0,164936.0,323812.0,1849.0,6192837.0,344063.0,14.0
129,9148.0,277384.0,54404.0,457189.0,392062.0,1171817.0,437258.0,82570.0,645020.0,100361.0,479470.0,6447206.0,801538.0,83202.0,3814591.0,423740.0,12974.0,5627357.0,14344236.0,127991.0,8304.0,1204918.0,448741.0,650912.0,1102683.0,350141.0,5223602.0,2552.0,167758.0,56271.0,65596.0,4617.0,34814.0,255153.0,70083.0,2169038.0,994048.0,1968857.0,1531619.0,829504.0,882443.0,1513314.0,156258.0,298810.0,2031.0,6023989.0,326929.0,20.0
130,9087.0,262863.0,47956.0,432499.0,379867.0,1084133.0,377230.0,73092.0,637751.0,103278.0,467229.0,5964771.0,752204.0,72050.0,3760212.0,399690.0,13298.0,5256717.0,13313050.0,115058.0,7600.0,1129763.0,440604.0,576953.0,1116689.0,336316.0,5067834.0,2688.0,143286.0,55996.0,63270.0,3463.0,32663.0,262650.0,63478.0,2092297.0,927874.0,1803932.0,1566625.0,730648.0,822049.0,1409134.0,140398.0,284034.0,1811.0,5808512.0,296263.0,9.0
131,9144.5,254320.0,42492.5,408530.0,377272.0,1014976.5,356116.5,65962.5,632505.5,98285.0,425537.0,5683482.0,729341.0,64802.0,3651597.5,368984.0,13005.5,4974302.5,12859029.0,104716.0,7377.5,1079514.0,428210.5,529803.5,1094721.5,332230.0,4887067.0,2450.0,129422.5,52603.5,55756.0,3623.5,30394.5,262846.0,60884.5,2032133.5,898576.0,1680697.0,1521311.5,684254.5,767521.0,1339765.0,130598.5,258338.5,1792.5,5650358.0,268011.5,16.5
132,9202.0,245777.0,37029.0,384561.0,374677.0,945820.0,335003.0,58833.0,627260.0,93292.0,383845.0,5402193.0,706478.0,57554.0,3542983.0,338278.0,12713.0,4691888.0,12405008.0,94374.0,7155.0,1029265.0,415817.0,482654.0,1072754.0,328144.0,4706300.0,2212.0,115559.0,49211.0,48242.0,3784.0,28126.0,263042.0,58291.0,1971970.0,869278.0,1557462.0,1475998.0,637861.0,712993.0,1270396.0,120799.0,232643.0,1774.0,5492204.0,239760.0,24.0
133,8424.0,229839.0,34575.0,342456.0,352147.0,894062.0,287143.0,54514.0,585187.0,82339.0,335847.0,4897659.0,630611.0,56635.0,3412972.0,306078.0,12849.0,4619495.0,11929475.0,90991.0,6438.0,936543.0,380927.0,430030.0,1026651.0,300415.0,4367930.0,2185.0,108225.0,46520.0,44182.0,3542.0,25327.0,259625.0,52749.0,1955217.0,803506.0,1398692.0,1498949.0,601237.0,664271.0,1154275.0,114312.0,210670.0,1882.0,5549890.0,227884.0,9.0
134,8339.0,225072.0,31212.0,319589.0,327528.0,831200.0,274984.0,50433.0,556613.0,71784.0,310112.0,4454772.0,596581.0,48312.0,3237248.0,299926.0,11822.0,4201225.0,11266457.0,79499.0,6028.0,890386.0,344508.0,395959.0,945959.0,284532.0,4160648.0,1623.0,95368.0,41648.0,39359.0,3402.0,22859.0,256679.0,50021.0,1878115.0,739868.0,1231887.0,1442471.0,548617.0,617217.0,1106700.0,98049.0,181651.0,1348.0,5151547.0,207479.0,15.0
135,6883.0,201327.0,28179.0,284295.0,293817.0,753473.0,237740.0,45461.0,518279.0,69241.0,284189.0,4090809.0,541909.0,40590.0,3081414.0,272624.0,12563.0,3964543.0,10413358.0,71789.0,6125.0,815719.0,335170.0,327383.0,854896.0,277841.0,3916483.0,1325.0,81835.0,38905.0,36457.0,2564.0,21853.0,250690.0,46672.0,1557530.0,691040.0,1099450.0,1320904.0,445259.0,573295.0,1011295.0,89073.0,157456.0,1307.0,4872779.0,191048.0,37.0
136,6251.0,186847.0,24059.0,268321.0,280152.0,701756.0,209237.0,39724.0,491152.0,67091.0,249388.0,3782612.0,496729.0,39362.0,2895254.0,242343.0,13950.0,3701342.0,9723367.0,65787.0,5845.0,813390.0,293353.0,294897.0,895680.0,269911.0,3619561.0,1405.0,71561.0,38479.0,32443.0,2747.0,18032.0,252287.0,43872.0,1527983.0,629600.0,956493.0,1414828.0,420910.0,539735.0,922675.0,75992.0,129239.0,1249.0,4692825.0,169770.0,10.0
137,5832.0,179084.0,22880.0,238506.0,268139.0,657429.0,193497.0,36471.0,465860.0,63655.0,235290.0,3466163.0,454893.0,37979.0,2769399.0,229616.0,11947.0,3499754.0,9230096.0,58041.0,5723.0,716897.0,281584.0,267495.0,854293.0,253287.0,3392421.0,1102.0,62102.0,31941.0,29443.0,2675.0,16216.0,242170.0,42401.0,1572456.0,572820.0,848801.0,1380292.0,389152.0,508842.0,860112.0,71724.0,125108.0,1171.0,4661884.0,159458.0,6.0
138,5644.0,170850.0,17573.0,215824.0,240431.0,609157.0,178450.0,32834.0,428996.0,59479.0,198551.0,3273140.0,435374.0,33674.0,2568310.0,213390.0,10821.0,3287033.0,8770368.0,52184.0,4930.0,651600.0,250312.0,236979.0,761076.0,233816.0,3173445.0,1233.0,56223.0,31152.0,27943.0,2838.0,15994.0,236788.0,39268.0,1131574.0,552089.0,771518.0,1261855.0,339275.0,498161.0,810044.0,66610.0,102123.0,971.0,4349898.0,145513.0,12.0
139,5015.0,157842.0,16659.0,209504.0,228605.0,547295.0,161667.0,29454.0,402462.0,53848.0,177031.0,3003542.0,394791.0,31280.0,2327116.0,207991.0,11272.0,3105972.0,8055901.0,50500.0,4540.0,667173.0,215878.0,209660.0,764074.0,236588.0,2878059.0,793.0,54373.0,29240.0,23996.0,3034.0,12924.0,236944.0,34907.0,1250084.0,505248.0,717765.0,1233411.0,316587.0,472027.0,746645.0,59111.0,91486.0,993.0,4112337.0,133736.0,58.0
140,4805.0,148487.0,14943.0,185386.0,206529.0,499786.0,147749.0,24517.0,359891.0,52354.0,156169.0,2738039.0,359834.0,29143.0,2125080.0,186096.0,11141.0,2806692.0,7300981.0,41790.0,4207.0,600778.0,201410.0,190935.0,692622.0,219937.0,2661319.0,1194.0,45898.0,25613.0,21211.0,3015.0,12494.0,227465.0,31375.0,1315237.0,461619.0,597463.0,1158775.0,288447.0,449389.0,688947.0,52936.0,79786.0,1031.0,3779165.0,122016.0,5.0
141,4583.0,140345.0,14088.0,168798.0,190779.0,478385.0,140213.0,23780.0,335961.0,47762.0,143298.0,2534417.0,327260.0,26133.0,1938525.0,173473.0,10164.0,2643593.0,6697583.0,37898.0,4373.0,565548.0,185748.0,169773.0,639359.0,211556.0,2436840.0,817.0,39211.0,25267.0,19720.0,2490.0,11390.0,217592.0,28845.0,1276444.0,423540.0,549322.0,1105845.0,270613.0,428909.0,641508.0,48997.0,73715.0,742.0,3530668.0,109465.0,2.0
142,3291.0,131597.0,11403.0,152814.0,177928.0,431024.0,126364.0,19632.0,302311.0,46877.0,131953.0,2347093.0,310245.0,25903.0,1786432.0,166700.0,8789.0,2428262.0,6288640.0,34300.0,4056.0,500852.0,167102.0,156833.0,606707.0,202861.0,2254663.0,702.0,34942.0,22480.0,18631.0,2485.0,11775.0,211139.0,26735.0,882978.0,394997.0,505075.0,1043163.0,245939.0,412235.0,586765.0,43314.0,66276.0,770.0,3332873.0,99086.0,6.0
143,3979.0,123322.0,9739.0,138255.0,168229.0,398800.0,116335.0,18331.0,285542.0,43441.0,124025.0,2154653.0,292473.0,21081.0,1686762.0,156289.0,9082.0,2336892.0,5728675.0,34506.0,2852.0,449324.0,151373.0,136275.0,574731.0,198478.0,2008324.0,784.0,32274.0,19718.0,15505.0,1952.0,9173.0,210497.0,25472.0,1038973.0,381370.0,464801.0,999842.0,214586.0,393638.0,561566.0,41246.0,56838.0,953.0,3105666.0,96385.0,6.0
