,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
95,519374.0,73640.0,1160990.0,469569.0,7817709.0,1485673.0,600172.0,97091.0,3335096.0,4405372.0,77945.0,126359.0,3693947.0,836098.0,377802.0,965542.0,462539.0,844538.0,194278.0,2486327.0,1613995.0,1520300.0,937864.0,371214.0,1150251.0,132983.0,312986.0,409988.0,213720.0,3124226.0,219057.0,5099608.0,1562529.0,49258.0,2262068.0,537541.0,667813.0,2674673.0,245737.0,736948.0,132619.0,1076444.0,6537905.0,485079.0,92553.0,4544803.0,3087346.0,141783.0,842259.0,85999.0
96,516523.0,78891.0,1173448.0,463951.0,7995563.0,1507253.0,591582.0,92260.0,3388932.0,4520337.0,91740.0,130797.0,3775940.0,809401.0,425895.0,940787.0,466825.0,848373.0,193906.0,2418294.0,1599433.0,1506580.0,928160.0,379536.0,1152988.0,136933.0,304980.0,408540.0,216129.0,3140328.0,212655.0,5076838.0,1585754.0,47938.0,2251642.0,512414.0,677802.0,2681725.0,249086.0,749384.0,134452.0,1075483.0,6103839.0,483380.0,98031.0,4323629.0,3080690.0,145911.0,843933.0,86132.0
97,511844.0,85601.0,1221996.0,478807.0,8297132.0,1518135.0,607423.0,101426.0,3414432.0,4435176.0,103369.0,130238.0,3751573.0,830458.0,434424.0,945706.0,473236.0,876858.0,201904.0,2496966.0,1633824.0,1531840.0,946370.0,376489.0,1157218.0,136925.0,310455.0,428596.0,218429.0,3169632.0,220064.0,5155839.0,1524476.0,48465.0,2325750.0,522809.0,706760.0,2727265.0,253801.0,715617.0,133025.0,1091703.0,6350914.0,504282.0,96530.0,4502836.0,3055051.0,146182.0,848744.0,90394.0
98,517973.0,88136.0,1251381.0,468976.0,8537959.0,1508990.0,605935.0,96682.0,3432469.0,4493981.0,114128.0,134297.0,4310491.0,820386.0,377701.0,1013634.0,469415.0,868913.0,202510.0,2499375.0,1631820.0,1546306.0,951215.0,385082.0,1188925.0,136967.0,310580.0,425993.0,217993.0,3236880.0,220664.0,5232786.0,1533939.0,53243.0,2310356.0,513847.0,713654.0,2755129.0,256116.0,724564.0,140969.0,1090657.0,6412804.0,490872.0,93262.0,4325542.0,3161129.0,145490.0,854617.0,88432.0
99,511396.0,91572.0,1254475.0,465874.0,8607143.0,1533071.0,626284.0,103220.0,3436734.0,4486674.0,120153.0,134064.0,3764370.0,819483.0,427615.0,1002580.0,477251.0,867440.0,197045.0,2512790.0,1637862.0,1524081.0,935881.0,372785.0,1165856.0,142610.0,309769.0,435560.0,215298.0,3238846.0,221339.0,5182169.0,1554093.0,48337.0,2342073.0,545050.0,721000.0,2741874.0,254018.0,732148.0,131863.0,1078190.0,6340762.0,502908.0,97161.0,4572852.0,3172353.0,149543.0,835243.0,90554.0
100,514197.0,93643.0,1252857.0,471781.0,8799850.0,1525388.0,619289.0,97123.0,3458183.0,4606485.0,128448.0,135606.0,3709866.0,815936.0,443017.0,1008358.0,476700.0,864936.0,195792.0,2551100.0,1635842.0,1555010.0,947073.0,380455.0,1165846.0,136987.0,310145.0,446514.0,218305.0,3268965.0,222271.0,5241451.0,1558117.0,47605.0,2346788.0,527656.0,711868.0,2799173.0,259293.0,727986.0,135047.0,1090894.0,6817607.0,500444.0,99188.0,4154070.0,3090665.0,147149.0,851432.0,89322.0
101,513750.0,93926.0,1266832.0,478519.0,8952952.0,1527140.0,626736.0,99158.0,3478230.0,4639533.0,139372.0,136327.0,4015950.0,845667.0,421050.0,1020916.0,477890.0,874444.0,201845.0,2518823.0,1646922.0,1538583.0,954966.0,383227.0,1170889.0,137746.0,312737.0,437454.0,215524.0,3275079.0,218078.0,5262645.0,1570517.0,50534.0,2363273.0,526842.0,734362.0,2801742.0,258530.0,730581.0,129365.0,1087418.0,6699635.0,505436.0,97400.0,4477871.0,2978951.0,146267.0,849796.0,90376.0
102,490991.0,88703.0,1288187.0,458462.0,9058716.0,1541513.0,612648.0,99471.0,3444819.0,4472031.0,149126.0,138160.0,3787806.0,829609.0,399787.0,1015551.0,474511.0,860583.0,196942.0,2451199.0,1616033.0,1515196.0,942681.0,371904.0,1152660.0,136100.0,304373.0,445597.0,214005.0,3255492.0,222828.0,5182297.0,1582588.0,49088.0,2334868.0,522032.0,723307.0,2717452.0,256642.0,741182.0,137862.0,1083999.0,6393056.0,499173.0,99162.0,4414488.0,3066081.0,144927.0,848986.0,88307.0
103,504585.0,98152.0,1274874.0,475115.0,9040936.0,1524350.0,616606.0,102682.0,3451928.0,4530332.0,153101.0,135240.0,3806058.0,823177.0,449667.0,1021264.0,471261.0,877608.0,197507.0,2450514.0,1644162.0,1522316.0,951237.0,381397.0,1163465.0,138931.0,303101.0,454602.0,212662.0,3268648.0,222346.0,5191415.0,1555046.0,48031.0,2346267.0,509717.0,745518.0,2729786.0,258259.0,724799.0,132493.0,1079535.0,6667536.0,499193.0,99740.0,3958488.0,2859022.0,150135.0,852331.0,90993.0
104,501866.0,100980.0,1294274.0,471741.0,9143405.0,1515473.0,615793.0,103494.0,3469657.0,4691827.0,164184.0,140452.0,3880059.0,832475.0,454608.0,1046992.0,482198.0,877180.0,200133.0,2493789.0,1639492.0,1527829.0,970581.0,386279.0,1199200.0,135512.0,316397.0,470554.0,220942.0,3304948.0,220695.0,5231376.0,1559299.0,49221.0,2348474.0,520435.0,735239.0,2736276.0,257949.0,723900.0,134502.0,1091776.0,6700208.0,497883.0,94466.0,4463704.0,3081348.0,150991.0,866173.0,90209.0
105,511325.0,100398.0,1307805.0,485966.0,9308225.0,1545023.0,629459.0,100809.0,3492524.0,4549365.0,176309.0,135346.0,3835491.0,852263.0,361794.0,1022121.0,464323.0,873007.0,195296.0,2486689.0,1649828.0,1521654.0,957011.0,381564.0,1182202.0,137990.0,310513.0,480944.0,218022.0,3274628.0,228682.0,5284397.0,1458586.0,48311.0,2288995.0,521306.0,744795.0,2728223.0,257466.0,705473.0,137007.0,1087733.0,6384233.0,506050.0,104158.0,4294123.0,2979058.0,145664.0,860202.0,92236.0
106,521133.0,104552.0,1304594.0,477949.0,9263289.0,1545628.0,634104.0,97860.0,3518641.0,4528824.0,182365.0,136573.0,3654630.0,850357.0,399679.0,1046904.0,483444.0,880000.0,197284.0,2522504.0,1657947.0,1529157.0,989892.0,387279.0,1207127.0,142247.0,310881.0,483849.0,217735.0,3324626.0,225064.0,5299148.0,1593300.0,48029.0,2330154.0,542747.0,748762.0,2710855.0,259391.0,747306.0,136225.0,1086729.0,6563178.0,501680.0,99760.0,4288224.0,3090267.0,145907.0,878054.0,92830.0
107,520278.0,103553.0,1319713.0,479990.0,9320757.0,1537398.0,625681.0,99618.0,3493633.0,4565833.0,184011.0,137906.0,3741546.0,855742.0,374850.0,1039378.0,487371.0,888606.0,196972.0,2481179.0,1655400.0,1539861.0,975299.0,395417.0,1195795.0,135739.0,317511.0,479330.0,214216.0,3298027.0,221365.0,5260171.0,1565223.0,51870.0,2326096.0,525226.0,743916.0,2713718.0,264300.0,725193.0,137360.0,1092231.0,6486856.0,506898.0,100166.0,4204779.0,3032563.0,147640.0,867832.0,89664.0
108,519004.0,99415.0,1309812.0,480794.0,9334459.0,1545218.0,634933.0,99433.0,3506834.0,4689834.0,196275.0,138084.0,3736590.0,843934.0,455766.0,1045546.0,479394.0,906776.0,196335.0,2483333.0,1646376.0,1543118.0,971657.0,382091.0,1214569.0,134191.0,312204.0,485568.0,219134.0,3308928.0,225872.0,5318209.0,1644610.0,50431.0,2335269.0,539963.0,745114.0,2731007.0,264905.0,795270.0,133380.0,1108991.0,6651048.0,511610.0,98664.0,4089831.0,3036218.0,151945.0,864519.0,91403.0
109,523648.0,106459.0,1337100.0,495713.0,9298163.0,1536447.0,630965.0,99306.0,3505255.0,4593653.0,198016.0,138179.0,3572411.0,868187.0,426887.0,1047158.0,488838.0,898442.0,197524.0,2538917.0,1625682.0,1563075.0,980217.0,387952.0,1199915.0,139429.0,317802.0,481013.0,217240.0,3315898.0,225245.0,5309287.0,1654998.0,51316.0,2367383.0,550709.0,751456.0,2773510.0,267176.0,773137.0,137040.0,1108579.0,6605083.0,499757.0,102832.0,4150155.0,2773049.0,154210.0,863374.0,92863.0
110,514015.0,107545.0,1319827.0,482241.0,9311363.0,1520488.0,618342.0,64627.0,3446555.0,4517932.0,200995.0,140294.0,3567117.0,852363.0,338815.0,1020282.0,492712.0,896327.0,193902.0,2070120.0,1577401.0,1514397.0,972479.0,381414.0,1208295.0,134751.0,319345.0,477373.0,215485.0,2847034.0,221035.0,5197754.0,1515911.0,51579.0,2286204.0,501839.0,740541.0,2341254.0,258942.0,711601.0,140428.0,1089074.0,6748421.0,496689.0,102956.0,3634640.0,2980589.0,131237.0,863072.0,90594.0
111,524766.0,107285.0,1340162.0,489355.0,9261263.0,1549322.0,635791.0,99283.0,3513089.0,4559651.0,205096.0,138312.0,3491654.0,835543.0,439210.0,1054538.0,456781.0,894654.0,199566.0,2509079.0,1646250.0,1535610.0,980078.0,399589.0,1194148.0,142994.0,318359.0,473504.0,223077.0,3351298.0,221652.0,5282801.0,1415978.0,48598.0,2193057.0,546182.0,741965.0,2720994.0,265614.0,742729.0,140884.0,1120360.0,6415562.0,516361.0,109309.0,3914173.0,2960506.0,154509.0,822372.0,90736.0
112,524612.0,101620.0,1333458.0,479537.0,9192494.0,1529165.0,629810.0,86923.0,3463945.0,4501685.0,203658.0,142886.0,3727355.0,844439.0,390161.0,1048250.0,495677.0,914458.0,194995.0,2349981.0,1627526.0,1531549.0,984945.0,382230.0,1192939.0,135430.0,325484.0,476268.0,220606.0,3211640.0,226597.0,5235036.0,1584230.0,47898.0,2318705.0,546453.0,728908.0,2579359.0,263293.0,785890.0,135913.0,1117407.0,6700401.0,504737.0,103739.0,3623178.0,2974155.0,150809.0,860971.0,89192.0
113,531371.0,106113.0,1330158.0,488557.0,9276678.0,1549539.0,632812.0,100880.0,3505085.0,4574825.0,210161.0,140622.0,3557630.0,854048.0,428483.0,1040925.0,448962.0,911746.0,201678.0,2510601.0,1651723.0,1552060.0,968042.0,390636.0,1198649.0,142049.0,321170.0,487114.0,224112.0,3327615.0,224877.0,5269932.0,1397834.0,51128.0,2207596.0,545967.0,727918.0,2715108.0,267561.0,740127.0,140756.0,1124077.0,6653989.0,509030.0,101065.0,3862516.0,2928316.0,152049.0,824401.0,89413.0
114,529148.0,103930.0,1336715.0,497116.0,9213871.0,1543957.0,630070.0,102478.0,3493515.0,4425456.0,215138.0,140328.0,3465356.0,857896.0,429911.0,1042156.0,494341.0,899929.0,205829.0,2471825.0,1644912.0,1558990.0,975840.0,397325.0,1205938.0,136336.0,319678.0,476321.0,235917.0,3324364.0,225941.0,5249869.0,1680280.0,49543.0,2325572.0,543579.0,736568.0,2712792.0,271504.0,798538.0,141667.0,1123491.0,6526414.0,500291.0,107599.0,3854170.0,2864345.0,157257.0,862057.0,89061.0
115,523504.0,103383.0,1339510.0,493986.0,9127945.0,1591230.0,637911.0,100562.0,3550272.0,4786011.0,210711.0,140035.0,3438967.0,862713.0,430131.0,1054456.0,501075.0,913466.0,200374.0,2428288.0,1665443.0,1567794.0,990469.0,383705.0,1221600.0,138300.0,321106.0,488705.0,227815.0,3339528.0,234486.0,5296064.0,1625156.0,53217.0,2362028.0,566851.0,725651.0,2726735.0,277508.0,798189.0,138647.0,1128892.0,6364733.0,518975.0,114249.0,3763140.0,2863392.0,157303.0,860578.0,88884.0
116,533305.0,104804.0,1356388.5,497953.0,9136458.5,1587196.5,646361.5,100430.0,3567447.0,4767633.0,212362.5,140810.5,3497072.0,865641.0,415576.0,1052334.0,507880.0,917581.5,203755.0,2458452.5,1672024.5,1577458.0,984969.5,387632.0,1217244.0,144116.5,324787.0,494178.0,235849.5,3343585.0,234984.5,5304660.0,1640744.0,52375.0,2356854.5,556754.0,734652.5,2728287.5,276525.5,798471.5,138932.5,1131773.5,6461935.0,517009.0,112213.0,3753799.0,2878234.0,156693.0,861655.0,90351.5
117,543106.0,106225.0,1373267.0,501920.0,9144972.0,1583163.0,654812.0,100298.0,3584622.0,4749255.0,214014.0,141586.0,3555177.0,868569.0,401021.0,1050212.0,514685.0,921697.0,207136.0,2488617.0,1678606.0,1587122.0,979470.0,391559.0,1212888.0,149933.0,328468.0,499651.0,243884.0,3347642.0,235483.0,5313256.0,1656332.0,51533.0,2351681.0,546657.0,743654.0,2729840.0,275543.0,798754.0,139218.0,1134655.0,6559137.0,515043.0,110177.0,3744458.0,2893076.0,156083.0,862732.0,91819.0
118,546499.0,105828.0,1364419.0,497958.0,9171226.0,1577288.0,653693.0,99917.0,3555590.0,4628502.0,215114.0,139966.0,3606879.0,870759.0,340445.0,1059819.0,459557.0,921342.0,205611.0,2499308.0,1684012.0,1594904.0,973456.0,384018.0,1236277.0,139984.0,331618.0,500914.0,239723.0,3409075.0,229344.0,5328511.0,1303842.0,51176.0,2232961.0,511615.0,741707.0,2768535.0,281977.0,680600.0,141446.0,1138634.0,6470741.0,515161.0,108591.0,3659154.0,2871072.0,156451.0,820279.0,91312.0
119,548053.0,106694.0,1363914.0,507046.5,9193703.0,1584526.5,651948.0,100687.5,3581425.5,4782938.0,214217.0,141073.0,3688959.5,871698.5,340699.0,1021669.5,475214.0,929050.5,210690.0,2505663.0,1693338.0,1596186.5,981158.5,389502.0,1239454.0,139647.0,334359.0,504191.0,242194.5,3413511.0,231276.5,5346583.0,1412229.5,51801.5,2269270.0,514061.5,734213.0,2771890.5,285959.5,717101.5,142137.0,1135459.5,6404524.5,523181.0,110962.0,3646313.0,2885173.5,158536.0,828415.5,92667.5
120,549607.0,107560.0,1363409.0,516135.0,9216180.0,1591765.0,650203.0,101458.0,3607261.0,4937374.0,213320.0,142180.0,3771040.0,872638.0,340953.0,983520.0,490871.0,936759.0,215769.0,2512018.0,1702664.0,1597469.0,988861.0,394986.0,1242631.0,139310.0,337100.0,507468.0,244666.0,3417947.0,233209.0,5364655.0,1520617.0,52427.0,2305579.0,516508.0,726719.0,2775246.0,289942.0,753603.0,142828.0,1132285.0,6338308.0,531201.0,113333.0,3633472.0,2899275.0,160621.0,836552.0,94023.0
121,537138.0,103481.0,1368207.0,521734.0,9200061.0,1624682.0,659087.0,95931.0,3603351.0,4996257.0,216844.0,137892.0,3539912.0,870559.0,350532.0,988756.0,474789.0,924518.0,207201.0,2502781.0,1692411.0,1561325.0,997002.0,395080.0,1240169.0,142384.0,336146.0,504726.0,241422.0,3395817.0,241787.0,5296188.0,1372031.0,52485.0,2225308.0,524016.0,732258.0,2707384.0,277830.0,703753.0,145088.0,1131641.0,6451494.0,530347.0,111644.0,3695423.0,2867892.0,157778.0,835849.0,93153.0
122,541084.0,107530.0,1366829.0,519101.0,9181664.0,1628197.0,670149.0,100191.0,3651704.0,4840103.0,215084.0,143557.0,3558272.0,879883.0,387883.0,1017336.0,518011.0,926491.0,214584.0,2499906.0,1711295.0,1578662.0,977425.0,398278.0,1236081.0,141017.0,339461.0,501736.0,248769.0,3433768.0,236311.0,5343282.0,1685779.0,51185.0,2387897.0,542149.0,728948.0,2775876.0,287419.0,800813.0,149097.0,1141579.0,6358097.0,522967.0,115546.0,3614484.0,2882418.0,154799.0,867808.0,97251.0
123,536837.0,108986.0,1362925.0,520532.0,9181854.0,1596009.0,657959.0,94476.0,3639624.0,4788927.0,212941.0,143177.0,3394303.0,852223.0,460608.0,1058916.0,464448.0,947696.0,215477.0,2462889.0,1690823.0,1554370.0,972711.0,393460.0,1224445.0,141432.0,341009.0,499749.0,256693.0,3375663.0,237689.0,5284434.0,1434417.0,53997.0,2159335.0,572187.0,734043.0,2701267.0,292228.0,773477.0,146856.0,1135292.0,6433442.0,530298.0,113107.0,3366538.0,2896304.0,152724.0,827707.0,92018.0
124,532554.0,110433.5,1365067.0,521518.0,9174863.5,1593941.0,652797.0,95942.5,3609329.5,4770382.5,213371.5,142088.0,3508674.0,854086.0,458415.5,1054698.0,479224.0,941677.0,217753.0,2442558.5,1680045.0,1557953.0,982182.5,391319.5,1227961.5,142882.5,343699.5,498054.5,253083.0,3367809.0,236070.0,5246135.5,1512746.5,54012.5,2235610.5,566281.0,727845.0,2668942.0,289597.5,771980.5,146679.5,1140659.5,6412527.5,527656.0,111049.0,3437510.0,2938366.0,152581.0,855344.0,92671.5
125,528271.0,111881.0,1367209.0,522504.0,9167873.0,1591873.0,647635.0,97409.0,3579035.0,4751838.0,213802.0,140999.0,3623045.0,855949.0,456223.0,1050480.0,494000.0,935658.0,220029.0,2422228.0,1669267.0,1561536.0,991654.0,389179.0,1231478.0,144333.0,346390.0,496360.0,249473.0,3359955.0,234451.0,5207837.0,1591076.0,54028.0,2311886.0,560375.0,721647.0,2636617.0,286967.0,770484.0,146503.0,1146027.0,6391613.0,525014.0,108991.0,3508482.0,2980428.0,152438.0,882981.0,93325.0
126,537351.0,106035.0,1355094.0,523349.0,9240271.0,1612164.0,622909.0,91947.0,3487646.0,4758299.0,208593.0,139303.0,3508051.0,819929.0,447724.0,1065777.0,497175.0,923805.0,212742.0,2346554.0,1601256.0,1501457.0,984538.0,386152.0,1223786.0,145594.0,340536.0,505579.0,243218.0,3300574.0,233208.0,5041043.0,1606056.0,53807.0,2250774.0,569044.0,724407.0,2536786.0,276288.0,749137.0,150894.0,1122555.0,6501132.0,523741.0,112489.0,3420118.0,3072822.0,146259.0,884873.0,93036.0
127,528333.0,108750.0,1358717.0,516708.0,9181326.0,1627191.0,623479.0,90110.0,3468962.0,4790833.0,213526.0,138128.0,3429173.0,826211.0,420898.0,1070614.0,478377.0,937546.0,217446.0,2364215.0,1584191.0,1487786.0,986059.0,379202.0,1238289.0,149450.0,350648.0,498886.0,239622.0,3334525.0,239274.0,5042512.0,1560714.0,48370.0,2200656.0,584777.0,727881.0,2525962.0,273921.0,748115.0,150936.0,1134738.0,6550365.0,529219.0,114941.0,3367019.0,2989822.0,142782.0,860024.0,98360.0
128,518902.0,105247.0,1350593.0,512546.0,9144235.0,1604988.0,625040.0,91304.0,3444778.0,4660482.0,208315.0,140000.0,3337248.0,817542.0,475818.0,1058558.0,483785.0,911022.0,217301.0,2336928.0,1565177.0,1479274.0,978961.0,374137.0,1228961.0,151626.0,351107.0,487312.0,235720.0,3271670.0,242614.0,4962755.0,1552264.0,51774.0,2251545.0,571015.0,731402.0,2494700.0,272913.0,730363.0,154787.0,1120162.0,6432750.0,530218.0,114459.0,3283918.0,3104341.0,145357.0,875545.0,97125.0
129,508668.0,110946.0,1339473.0,504137.0,9176629.0,1612352.0,610536.0,94774.0,3446906.0,4599577.0,212333.0,138688.0,3293406.0,809126.0,436142.0,1063745.0,490497.0,909153.0,215814.0,2289820.0,1523676.0,1455884.0,971194.0,370688.0,1192815.0,153992.0,352767.0,492918.0,233603.0,3262734.0,244825.0,4916443.0,1606186.0,48797.0,2208541.0,580743.0,723910.0,2443397.0,269066.0,765856.0,158605.0,1106732.0,6429614.0,540295.0,109240.0,3047388.0,3034134.0,141491.0,863174.0,100119.0
130,516947.0,106017.0,1358681.0,513785.0,9210488.0,1620720.0,611350.0,94819.0,3367644.0,4552083.0,208462.0,140500.0,3265879.0,788184.0,424183.0,1057946.0,454168.0,917246.0,217061.0,2295750.0,1527112.0,1456571.0,944029.0,358435.0,1210326.0,153056.0,351808.0,494358.0,242439.0,3300059.0,245315.0,4874292.0,1550873.0,48779.0,2096502.0,565886.0,746947.0,2446467.0,268377.0,747145.0,153285.0,1100447.0,6347491.0,535362.0,112400.0,3021589.0,2983875.0,141806.0,834017.0,100832.0
131,503429.0,105293.0,1362874.0,496759.0,9173637.5,1609986.0,608837.0,92878.0,3347722.5,4535091.0,211342.0,142194.0,3198852.0,780300.5,385978.5,1040931.5,461833.5,891364.0,219329.5,2256022.0,1522055.5,1446663.5,915035.0,342502.0,1175077.0,153639.0,334603.5,490648.0,239731.0,3275625.5,245866.0,4814941.0,1515015.0,45039.5,2100971.5,544559.5,738237.5,2418070.0,267703.5,723890.5,147872.5,1078821.0,6295754.0,530200.0,108258.5,3003112.0,2973869.5,143293.0,828132.5,101606.0
132,489911.0,104569.0,1367067.0,479733.0,9136787.0,1599252.0,606324.0,90937.0,3327801.0,4518099.0,214222.0,143888.0,3131825.0,772417.0,347774.0,1023917.0,469499.0,865482.0,221598.0,2216294.0,1516999.0,1436756.0,886041.0,326569.0,1139828.0,154222.0,317399.0,486938.0,237023.0,3251192.0,246417.0,4755590.0,1479157.0,41300.0,2105441.0,523233.0,729528.0,2389673.0,267030.0,700636.0,142460.0,1057195.0,6244017.0,525038.0,104117.0,2984635.0,2963864.0,144780.0,822248.0,102380.0
133,482603.0,104496.0,1362930.0,492210.0,9202937.0,1603746.0,601152.0,94225.0,3396333.0,4541820.0,213879.0,146152.0,3108307.0,773086.0,323856.0,1044325.0,444902.0,874460.0,223946.0,2206855.0,1524069.0,1436944.0,890570.0,340231.0,1131994.0,157427.0,322171.0,489546.0,234355.0,3305787.0,249302.0,4745357.0,1244842.0,41057.0,2030126.0,501218.0,742523.0,2421130.0,269174.0,654256.0,139517.0,1063891.0,6172649.0,533457.0,107076.0,2955111.0,2672981.0,145274.0,783479.0,101333.0
134,481303.0,105924.0,1363943.0,475115.0,9146355.0,1575263.0,604732.0,87773.0,3320896.0,4413590.0,205979.0,145302.0,3043800.0,770111.0,316004.0,1024077.0,440721.0,858946.0,224563.0,2207007.0,1515645.0,1414113.0,870473.0,329710.0,1093699.0,160976.0,313330.0,487258.0,239258.0,3294874.0,245774.0,4736456.0,1196064.0,39236.0,2014724.0,479725.0,731150.0,2378616.0,277112.0,622856.0,138303.0,1056528.0,6081452.0,540236.0,106598.0,3004485.0,2927621.0,143696.0,767612.0,103271.0
135,465821.0,104723.0,1364825.0,467629.0,9120296.0,1566883.0,609449.0,90360.0,3326513.0,4310108.0,205083.0,143252.0,3044908.0,771862.0,305513.0,1031930.0,417306.0,861040.0,221036.0,2180594.0,1517373.0,1414433.0,868423.0,326127.0,1098920.0,156960.0,311992.0,494564.0,238119.0,3290223.0,244331.0,4667110.0,1129238.0,39121.0,1938399.0,481590.0,761308.0,2368540.0,269756.0,605904.0,143348.0,1048031.0,6157955.0,526774.0,106584.0,3123429.0,2887706.0,144117.0,746825.0,100883.0
136,473521.0,103386.0,1375396.0,474223.0,9123322.0,1553732.0,600003.0,91369.0,3379682.0,4484561.0,213301.0,143555.0,3011210.0,780397.0,309024.0,1029409.0,473858.0,856467.0,221047.0,2133256.0,1530243.0,1418267.0,869697.0,332069.0,1094875.0,155960.0,318733.0,491900.0,239451.0,3311456.0,242631.0,4702714.0,1454093.0,38180.0,2111134.0,482134.0,747776.0,2345783.0,285901.0,673024.0,140131.0,1039135.0,6062278.0,533160.0,109544.0,2834770.0,2865844.0,141039.0,798789.0,99425.0
137,462111.0,104965.0,1379009.0,479592.0,9165864.0,1567080.0,610619.0,88735.0,3354496.0,4445728.0,205581.0,147396.0,3025712.0,785956.0,309563.0,1026725.0,472647.0,866227.0,231691.0,2236502.0,1526629.0,1423899.0,863873.0,321201.0,1100396.0,153112.0,318418.0,496416.0,245252.0,3329904.0,251642.0,4699403.0,1492218.0,39614.0,2134876.0,489340.0,761424.0,2380625.0,276186.0,694707.0,141266.0,1051390.0,6115095.0,531538.0,114672.0,3014675.0,2857626.0,138283.0,794090.0,99843.0
138,457082.0,104778.0,1367077.0,476744.0,9241768.0,1520511.0,605526.0,90491.0,3386544.0,4246621.0,208347.0,142851.0,2997787.0,778743.0,311776.0,1013535.0,478440.0,870597.0,233297.0,2215316.0,1533739.0,1424678.0,845379.0,320342.0,1071102.0,148860.0,311095.0,499873.0,251171.0,3354206.0,235131.0,4724175.0,1493165.0,37293.0,2139954.0,459319.0,742166.0,2384967.0,280778.0,677904.0,137967.0,1038327.0,6204111.0,503325.0,116014.0,3110398.0,2827877.0,143052.0,789516.0,93703.0
139,460189.0,105344.0,1386606.0,482335.0,9299939.0,1495887.0,616527.0,92961.0,3381599.0,4514883.0,217530.0,140541.0,2994949.0,794767.0,310166.0,1026996.0,486307.0,874927.0,236925.0,2215263.0,1536165.0,1451405.0,857315.0,322031.0,1094244.0,144616.0,332848.0,489927.0,248154.0,3361866.0,232689.0,4778955.0,1493007.0,37372.0,2156918.0,477721.0,754015.0,2408894.0,283313.0,699457.0,138224.0,1051430.0,6073696.0,504214.0,116199.0,3040777.0,2843818.0,147847.0,797228.0,90618.0
140,469450.0,104520.0,1378158.0,490703.0,9332748.0,1484280.0,621884.0,94739.0,3424674.0,4481031.0,215614.0,136188.0,2997246.0,794429.0,304943.0,1029895.0,484714.0,876073.0,243055.0,2263851.0,1541259.0,1462594.0,846798.0,324763.0,1097215.0,143223.0,324500.0,498675.0,253639.0,3362892.0,237624.0,4796860.0,1510136.0,35598.0,2142029.0,479087.0,757213.0,2441378.0,277472.0,714933.0,136473.0,1050487.0,6154718.0,500419.0,109944.0,3070407.0,2839250.0,154507.0,790400.0,94683.0
141,468317.0,110941.0,1377827.0,494802.0,9227644.0,1467167.0,647798.0,93251.0,3489527.0,4486204.0,219471.0,139273.0,2985744.0,812506.0,309312.0,1033413.0,500020.0,887299.0,252757.0,2296727.0,1630142.0,1473538.0,854088.0,321430.0,1104051.0,138691.0,328961.0,498495.0,266584.0,3433306.0,235982.0,4892781.0,1544950.0,37790.0,2202106.0,486755.0,753776.0,2517236.0,295358.0,713922.0,140832.0,1083104.0,6178141.0,507542.0,120183.0,3080579.0,2856191.0,155225.0,803317.0,94319.0
142,466878.0,111891.0,1392072.0,497762.0,9224303.0,1471738.0,654618.0,100591.0,3472193.0,4522151.0,213328.0,139528.0,3017468.0,810739.0,304577.0,1024592.0,481995.0,872258.0,262494.0,2283990.0,1599773.0,1475565.0,866661.0,324850.0,1113276.0,141510.0,328647.0,502981.0,275635.0,3459629.0,231454.0,4959372.0,1250902.0,35518.0,2157151.0,472805.0,768710.0,2500821.0,301805.0,644711.0,143172.0,1087601.0,6228301.0,496705.0,120639.0,3141880.0,2885286.0,155622.0,798390.0,91209.0
143,470773.0,113568.0,1391419.0,501722.0,9238615.0,1442000.0,672665.0,101602.0,3497705.0,4467773.0,209148.0,131671.0,3004513.0,832593.0,305667.0,1035047.0,506629.0,867329.0,258830.0,2313546.0,1637250.0,1497873.0,857534.0,318957.0,1114922.0,138308.0,338695.0,499314.0,271456.0,3483507.0,228867.0,4997472.0,1574640.0,36666.0,2246790.0,467072.0,764849.0,2542920.0,301452.0,719807.0,140975.0,1096637.0,6184913.0,484504.0,122870.0,3036924.0,2892076.0,151851.0,811062.0,91285.0
